,State,Issuer_Name,Issuer_ID,Plan_ID,Plan_Type,Metal_Level,URL_Claims_Payment_Policies,Issuer_Claims_Received,Issuer_Claims_Denials,Issuer_Internal_Appeals_Filed,Issuer_Number_Internal_Appeals_Overturned,Issuer_Percent_Internal_Appeals_Overturned,Issuer_External_Appeals_Filed,Issuer_Number_External_Appeals_Overturned,Issuer_Percent_External_Appeals_Overturned,Plan_Number_Claims_Received,Plan_Number_Claims_Denied,Plan_Number_Claims_Denied_Referral_Required,Plan_Number_Claims_Denied_Out_of_Network,Plan_Number_Claims_Denied_Services_Excluded,Plan_Number_Claims_Denied_Not_Medically_Necessary_Excl_Behavioral_Health,Plan_Number_Claims_Denied_Not_Medically_Necessary_Behavioral_Health_Only,Plan_Number_Claims_Denied_Other,Rate_Review,Financial_Information,Enrollment_Data,Disenrollment_Data,ReportingUnitID,OverallRatingValue,MedicalCareRatingValue,MemberExperienceRatingValue,PlanAdministratioatingValue
66,ND,Medica Health Plans,73751,73751ND0130001,HMO,Gold,https://www.medica.com/tips,18883,3305,0,0,0,0,0,0,1620,222,16,0,16,0,0,190,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=52626&:refresh,43,0,73751-ND-HMO,0,0,0,0
67,ND,Medica Health Plans,73751,73751ND0120001,HMO,Gold,https://www.medica.com/tips,18883,3305,0,0,0,0,0,0,1711,204,23,0,43,0,0,136,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=52626&:refresh,88,0,73751-ND-HMO,0,0,0,0
68,ND,Medica Health Plans,73751,73751ND0120011,HMO,Bronze Expanded,https://www.medica.com/tips,18883,3305,0,0,0,0,0,0,194,32,0,0,0,0,0,31,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=52626&:refresh,12,0,73751-ND-HMO,0,0,0,0
69,ND,Medica Health Plans,73751,73751ND0130003,HMO,Silver,https://www.medica.com/tips,18883,3305,0,0,0,0,0,0,2538,359,28,0,45,0,0,286,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=52626&:refresh,42,0,73751-ND-HMO,0,0,0,0
70,ND,Medica Health Plans,73751,73751ND0130011,HMO,Bronze Expanded,https://www.medica.com/tips,18883,3305,0,0,0,0,0,0,421,41,0,0,0,0,0,37,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=52626&:refresh,15,0,73751-ND-HMO,0,0,0,0
71,ND,Medica Health Plans,73751,73751ND0130029,HMO,Bronze Expanded,https://www.medica.com/tips,18883,3305,0,0,0,0,0,0,457,169,0,0,31,0,0,138,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=52626&:refresh,18,0,73751-ND-HMO,0,0,0,0
72,ND,Medica Health Plans,73751,73751ND0130013,HMO,Catastrophic,https://www.medica.com/tips,18883,3305,0,0,0,0,0,0,571,61,0,15,0,0,0,29,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=52626&:refresh,0,0,73751-ND-HMO,0,0,0,0
73,ND,Medica Health Plans,73751,73751ND0120005,HMO,Bronze Expanded,https://www.medica.com/tips,18883,3305,0,0,0,0,0,0,607,87,25,0,0,0,0,53,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=52626&:refresh,34,0,73751-ND-HMO,0,0,0,0
74,ND,Medica Health Plans,73751,73751ND0120003,HMO,Silver,https://www.medica.com/tips,18883,3305,0,0,0,0,0,0,8771,1809,149,63,283,0,0,1314,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=52626&:refresh,317,28,73751-ND-HMO,0,0,0,0
75,ND,Medica Health Plans,73751,73751ND0130005,HMO,Bronze Expanded,https://www.medica.com/tips,18883,3305,0,0,0,0,0,0,899,150,51,0,0,0,0,91,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=52626&:refresh,32,0,73751-ND-HMO,0,0,0,0
76,ND,Medica Health Plans,73751,73751ND0120035,HMO,Bronze,https://www.medica.com/tips,18883,3305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=52626&:refresh,0,0,73751-ND-HMO,0,0,0,0
77,ND,Medica Health Plans,73751,73751ND0130035,HMO,Bronze,https://www.medica.com/tips,18883,3305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=52626&:refresh,0,0,73751-ND-HMO,0,0,0,0
78,VA,Group Hospitalization and Medical Services Inc.,40308,40308VA0240007,PPO,Gold,https://individual.carefirst.com/individuals-families/mandates-policies/cms-transparency-coverage.page,21720,6072,0,0,0,0,0,0,15851,4442,935,0,3460,312,0,2353,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53007&:refresh,504,54,40308-VA-PPO,0,0,0,0
79,VA,Group Hospitalization and Medical Services Inc.,40308,40308VA0240008,PPO,Silver,https://individual.carefirst.com/individuals-families/mandates-policies/cms-transparency-coverage.page,21720,6072,0,0,0,0,0,0,4959,1370,229,0,863,98,0,893,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53007&:refresh,182,36,40308-VA-PPO,0,0,0,0
80,AK,Moda Assurance Company,77963,77963AK0010003,PPO,Bronze Expanded,http://www.modahealth.com/members/transparency.shtml,7965,628,0,0,0,0,0,0,1762,145,0,0,22,0,0,123,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=47098&:refresh,700,116,77963-AK-PPO,0,0,0,0
81,AK,Moda Assurance Company,77963,77963AK0010001,PPO,Gold,http://www.modahealth.com/members/transparency.shtml,7965,628,0,0,0,0,0,0,2573,181,20,0,0,0,0,152,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=47098&:refresh,663,64,77963-AK-PPO,0,0,0,0
82,AK,Moda Assurance Company,77963,77963AK0010002,PPO,Silver,http://www.modahealth.com/members/transparency.shtml,7965,628,0,0,0,0,0,0,3203,250,0,0,37,0,0,205,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=47098&:refresh,463,59,77963-AK-PPO,0,0,0,0
83,AK,Moda Assurance Company,77963,77963AK0010004,PPO,Bronze Expanded,http://www.modahealth.com/members/transparency.shtml,7965,628,0,0,0,0,0,0,427,52,0,0,0,0,0,46,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=47098&:refresh,168,28,77963-AK-PPO,0,0,0,0
84,WI,"WPS Health Plan, Inc.",84670,84670WI1250156,HMO,Catastrophic,https://wpshealth.com/resources/customer-resources/transparency-in-coverage.shtml,2564,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=10159&:refresh,0,0,84670-WI-HMO,0,0,0,0
85,WI,"WPS Health Plan, Inc.",84670,84670WI1250153,HMO,Silver,https://wpshealth.com/resources/customer-resources/transparency-in-coverage.shtml,2564,678,0,0,0,0,0,0,161,48,0,0,0,0,0,51,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=10159&:refresh,0,0,84670-WI-HMO,0,0,0,0
86,WI,"WPS Health Plan, Inc.",84670,84670WI1250151,HMO,Bronze Expanded,https://wpshealth.com/resources/customer-resources/transparency-in-coverage.shtml,2564,678,0,0,0,0,0,0,194,44,0,0,0,0,0,44,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=10159&:refresh,12,0,84670-WI-HMO,0,0,0,0
87,WI,"WPS Health Plan, Inc.",84670,84670WI1250149,HMO,Bronze,https://wpshealth.com/resources/customer-resources/transparency-in-coverage.shtml,2564,678,0,0,0,0,0,0,199,76,0,0,0,0,0,75,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=10159&:refresh,37,0,84670-WI-HMO,0,0,0,0
88,WI,"WPS Health Plan, Inc.",84670,84670WI1250159,HMO,Bronze Expanded,https://wpshealth.com/resources/customer-resources/transparency-in-coverage.shtml,2564,678,0,0,0,0,0,0,207,28,0,0,0,0,0,27,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=10159&:refresh,32,0,84670-WI-HMO,0,0,0,0
89,WI,"WPS Health Plan, Inc.",84670,84670WI1250150,HMO,Bronze Expanded,https://wpshealth.com/resources/customer-resources/transparency-in-coverage.shtml,2564,678,0,0,0,0,0,0,235,23,0,0,0,0,0,22,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=10159&:refresh,12,0,84670-WI-HMO,0,0,0,0
90,WI,"WPS Health Plan, Inc.",84670,84670WI1250161,HMO,Silver,https://wpshealth.com/resources/customer-resources/transparency-in-coverage.shtml,2564,678,0,0,0,0,0,0,244,18,0,0,0,0,0,19,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=10159&:refresh,0,0,84670-WI-HMO,0,0,0,0
91,WI,"WPS Health Plan, Inc.",84670,84670WI1250157,HMO,Bronze Expanded,https://wpshealth.com/resources/customer-resources/transparency-in-coverage.shtml,2564,678,0,0,0,0,0,0,379,69,0,0,0,0,0,61,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=10159&:refresh,42,0,84670-WI-HMO,0,0,0,0
92,WI,"WPS Health Plan, Inc.",84670,84670WI1250162,HMO,Silver,https://wpshealth.com/resources/customer-resources/transparency-in-coverage.shtml,2564,678,0,0,0,0,0,0,410,293,0,0,0,0,0,294,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=10159&:refresh,32,0,84670-WI-HMO,0,0,0,0
93,WI,"WPS Health Plan, Inc.",84670,84670WI1250158,HMO,Bronze Expanded,https://wpshealth.com/resources/customer-resources/transparency-in-coverage.shtml,2564,678,0,0,0,0,0,0,459,69,0,0,0,0,0,68,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=10159&:refresh,29,0,84670-WI-HMO,0,0,0,0
94,WI,"WPS Health Plan, Inc.",84670,84670WI1250152,HMO,Silver,https://wpshealth.com/resources/customer-resources/transparency-in-coverage.shtml,2564,678,0,0,0,0,0,0,62,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=10159&:refresh,0,0,84670-WI-HMO,0,0,0,0
95,WI,"WPS Health Plan, Inc.",84670,84670WI1250154,HMO,Silver,https://wpshealth.com/resources/customer-resources/transparency-in-coverage.shtml,2564,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=10159&:refresh,0,0,84670-WI-HMO,0,0,0,0
96,WI,"WPS Health Plan, Inc.",84670,84670WI1250155,HMO,Gold,https://wpshealth.com/resources/customer-resources/transparency-in-coverage.shtml,2564,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=10159&:refresh,0,0,84670-WI-HMO,0,0,0,0
97,WI,"WPS Health Plan, Inc.",84670,84670WI1250160,HMO,Silver,https://wpshealth.com/resources/customer-resources/transparency-in-coverage.shtml,2564,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=10159&:refresh,0,0,84670-WI-HMO,0,0,0,0
98,WI,"WPS Health Plan, Inc.",84670,84670WI1270149,POS,Bronze,https://wpshealth.com/resources/customer-resources/transparency-in-coverage.shtml,2564,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=10159&:refresh,0,0,84670-WI-POS,0,0,0,0
99,WI,"WPS Health Plan, Inc.",84670,84670WI1270159,POS,Bronze Expanded,https://wpshealth.com/resources/customer-resources/transparency-in-coverage.shtml,2564,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=10159&:refresh,0,0,84670-WI-POS,0,0,0,0
100,AZ,"Oscar Health Plan, Inc.",13877,13877AZ0070003,HMO,Bronze Expanded,http://hioscar.com/forms/2022/?currentRegion=az&currentLocale=en,10388,6986,0,0,0,0,0,0,1397,897,0,711,12,0,64,145,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16337&:refresh,1053,183,13877-AZ-HMO,0,0,0,0
101,AZ,"Oscar Health Plan, Inc.",13877,13877AZ0070011,HMO,Catastrophic,http://hioscar.com/forms/2022/?currentRegion=az&currentLocale=en,10388,6986,0,0,0,0,0,0,175,94,0,86,0,0,0,14,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16337&:refresh,278,93,13877-AZ-HMO,0,0,0,0
102,AZ,"Oscar Health Plan, Inc.",13877,13877AZ0070005,HMO,Bronze Expanded,http://hioscar.com/forms/2022/?currentRegion=az&currentLocale=en,10388,6986,0,0,0,0,0,0,3457,2269,31,1634,221,0,94,690,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16337&:refresh,1622,251,13877-AZ-HMO,0,0,0,0
103,AZ,"Oscar Health Plan, Inc.",13877,13877AZ0070008,HMO,Silver,http://hioscar.com/forms/2022/?currentRegion=az&currentLocale=en,10388,6986,0,0,0,0,0,0,439,244,0,131,16,0,0,110,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16337&:refresh,166,15,13877-AZ-HMO,0,0,0,0
104,AZ,"Oscar Health Plan, Inc.",13877,13877AZ0070006,HMO,Silver,http://hioscar.com/forms/2022/?currentRegion=az&currentLocale=en,10388,6986,0,0,0,0,0,0,532,350,0,255,18,0,25,71,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16337&:refresh,258,41,13877-AZ-HMO,0,0,0,0
105,AZ,"Oscar Health Plan, Inc.",13877,13877AZ0070013,HMO,Gold,http://hioscar.com/forms/2022/?currentRegion=az&currentLocale=en,10388,6986,0,0,0,0,0,0,855,442,28,274,0,0,31,170,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16337&:refresh,197,26,13877-AZ-HMO,0,0,0,0
106,AZ,"Oscar Health Plan, Inc.",13877,13877AZ0070002,HMO,Bronze Expanded,http://hioscar.com/forms/2022/?currentRegion=az&currentLocale=en,10388,6986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16337&:refresh,0,0,13877-AZ-HMO,0,0,0,0
107,AZ,"Oscar Health Plan, Inc.",13877,13877AZ0070012,HMO,Bronze Expanded,http://hioscar.com/forms/2022/?currentRegion=az&currentLocale=en,10388,6986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16337&:refresh,0,0,13877-AZ-HMO,0,0,0,0
108,AZ,"Oscar Health Plan, Inc.",13877,13877AZ0070014,HMO,Bronze Expanded,http://hioscar.com/forms/2022/?currentRegion=az&currentLocale=en,10388,6986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16337&:refresh,0,0,13877-AZ-HMO,0,0,0,0
109,AZ,"Oscar Health Plan, Inc.",13877,13877AZ0070015,HMO,Silver,http://hioscar.com/forms/2022/?currentRegion=az&currentLocale=en,10388,6986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16337&:refresh,0,0,13877-AZ-HMO,0,0,0,0
110,AZ,"Oscar Health Plan, Inc.",13877,13877AZ0070017,HMO,Silver,http://hioscar.com/forms/2022/?currentRegion=az&currentLocale=en,10388,6986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16337&:refresh,0,0,13877-AZ-HMO,0,0,0,0
111,AZ,"Oscar Health Plan, Inc.",13877,13877AZ0070021,HMO,Bronze Expanded,http://hioscar.com/forms/2022/?currentRegion=az&currentLocale=en,10388,6986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16337&:refresh,0,0,13877-AZ-HMO,0,0,0,0
112,AZ,"Oscar Health Plan, Inc.",13877,13877AZ0070022,HMO,Bronze Expanded,http://hioscar.com/forms/2022/?currentRegion=az&currentLocale=en,10388,6986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16337&:refresh,0,0,13877-AZ-HMO,0,0,0,0
113,AZ,"Oscar Health Plan, Inc.",13877,13877AZ0070023,HMO,Bronze Expanded,http://hioscar.com/forms/2022/?currentRegion=az&currentLocale=en,10388,6986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16337&:refresh,0,0,13877-AZ-HMO,0,0,0,0
114,AZ,"Oscar Health Plan, Inc.",13877,13877AZ0070024,HMO,Bronze Expanded,http://hioscar.com/forms/2022/?currentRegion=az&currentLocale=en,10388,6986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16337&:refresh,0,0,13877-AZ-HMO,0,0,0,0
115,AZ,"Oscar Health Plan, Inc.",13877,13877AZ0070025,HMO,Silver,http://hioscar.com/forms/2022/?currentRegion=az&currentLocale=en,10388,6986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16337&:refresh,0,0,13877-AZ-HMO,0,0,0,0
116,AZ,"Oscar Health Plan, Inc.",13877,13877AZ0070026,HMO,Silver,http://hioscar.com/forms/2022/?currentRegion=az&currentLocale=en,10388,6986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16337&:refresh,0,0,13877-AZ-HMO,0,0,0,0
117,AZ,"Oscar Health Plan, Inc.",13877,13877AZ0070027,HMO,Silver,http://hioscar.com/forms/2022/?currentRegion=az&currentLocale=en,10388,6986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16337&:refresh,0,0,13877-AZ-HMO,0,0,0,0
118,AZ,"Oscar Health Plan, Inc.",13877,13877AZ0070028,HMO,Silver,http://hioscar.com/forms/2022/?currentRegion=az&currentLocale=en,10388,6986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16337&:refresh,0,0,13877-AZ-HMO,0,0,0,0
119,AZ,"Oscar Health Plan, Inc.",13877,13877AZ0070029,HMO,Silver,http://hioscar.com/forms/2022/?currentRegion=az&currentLocale=en,10388,6986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16337&:refresh,0,0,13877-AZ-HMO,0,0,0,0
120,AZ,"Oscar Health Plan, Inc.",13877,13877AZ0070030,HMO,Silver,http://hioscar.com/forms/2022/?currentRegion=az&currentLocale=en,10388,6986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16337&:refresh,0,0,13877-AZ-HMO,0,0,0,0
121,AZ,"Oscar Health Plan, Inc.",13877,13877AZ0070035,HMO,Gold,http://hioscar.com/forms/2022/?currentRegion=az&currentLocale=en,10388,6986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16337&:refresh,0,0,13877-AZ-HMO,0,0,0,0
122,AZ,"Oscar Health Plan, Inc.",13877,13877AZ0070036,HMO,Gold,http://hioscar.com/forms/2022/?currentRegion=az&currentLocale=en,10388,6986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16337&:refresh,0,0,13877-AZ-HMO,0,0,0,0
123,AZ,"Oscar Health Plan, Inc.",13877,13877AZ0070040,HMO,Bronze Expanded,http://hioscar.com/forms/2022/?currentRegion=az&currentLocale=en,10388,6986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16337&:refresh,0,0,13877-AZ-HMO,0,0,0,0
124,AZ,"Oscar Health Plan, Inc.",13877,13877AZ0070041,HMO,Bronze Expanded,http://hioscar.com/forms/2022/?currentRegion=az&currentLocale=en,10388,6986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16337&:refresh,0,0,13877-AZ-HMO,0,0,0,0
125,AZ,"Oscar Health Plan, Inc.",13877,13877AZ0070042,HMO,Bronze Expanded,http://hioscar.com/forms/2022/?currentRegion=az&currentLocale=en,10388,6986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16337&:refresh,0,0,13877-AZ-HMO,0,0,0,0
126,AZ,"Oscar Health Plan, Inc.",13877,13877AZ0070043,HMO,Bronze Expanded,http://hioscar.com/forms/2022/?currentRegion=az&currentLocale=en,10388,6986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16337&:refresh,0,0,13877-AZ-HMO,0,0,0,0
127,AZ,"Oscar Health Plan, Inc.",13877,13877AZ0070044,HMO,Silver,http://hioscar.com/forms/2022/?currentRegion=az&currentLocale=en,10388,6986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16337&:refresh,0,0,13877-AZ-HMO,0,0,0,0
128,AZ,"Oscar Health Plan, Inc.",13877,13877AZ0070045,HMO,Silver,http://hioscar.com/forms/2022/?currentRegion=az&currentLocale=en,10388,6986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16337&:refresh,0,0,13877-AZ-HMO,0,0,0,0
129,WI,Group Health Cooperative of South Central Wisconsin,94529,94529WI0240056,HMO,Bronze,https://www.ghcscw.com/SiteCollectionDocuments/2022_QHP_Transparency_in_Coverage.pdf,53450,7143,0,0,0,0,0,0,1026,133,23,0,18,0,0,90,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95311&:refresh,89,0,94529-WI-HMO,5,4,5,5
130,WI,Group Health Cooperative of South Central Wisconsin,94529,94529WI0210047,HMO,Gold,https://www.ghcscw.com/SiteCollectionDocuments/2022_QHP_Transparency_in_Coverage.pdf,53450,7143,0,0,0,0,0,0,1190,129,31,0,18,0,0,80,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95311&:refresh,48,0,94529-WI-HMO,5,4,5,5
131,WI,Group Health Cooperative of South Central Wisconsin,94529,94529WI0240021,HMO,Catastrophic,https://www.ghcscw.com/SiteCollectionDocuments/2022_QHP_Transparency_in_Coverage.pdf,53450,7143,0,0,0,0,0,0,125,0,0,0,0,0,0,0,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95311&:refresh,0,0,94529-WI-HMO,5,4,5,5
132,WI,Group Health Cooperative of South Central Wisconsin,94529,94529WI0240051,HMO,Bronze Expanded,https://www.ghcscw.com/SiteCollectionDocuments/2022_QHP_Transparency_in_Coverage.pdf,53450,7143,0,0,0,0,0,0,1544,232,46,20,52,0,0,117,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95311&:refresh,97,19,94529-WI-HMO,5,4,5,5
133,WI,Group Health Cooperative of South Central Wisconsin,94529,94529WI0240061,HMO,Gold,https://www.ghcscw.com/SiteCollectionDocuments/2022_QHP_Transparency_in_Coverage.pdf,53450,7143,0,0,0,0,0,0,1727,250,42,0,51,0,0,148,https://ratereview.healthcare.gov/,https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95311&:refresh,91,0,94529-WI-HMO,5,4,5,5
